title;artist
b'Black Night';b'Halfway to Gone'
b'Now And Forever';b'Call To Preserve'
b'Make It Funky (Album Version)';b'Information Society'
b'I Could Be Dreaming';b'Belle and Sebastian'
b'Soaked In Cinnamon';b'Ultimate Fakebook'
b'Slap U Around';b'GWAR'
b'Lets Go Amigos - Tail';b'Johnny Pearson'
b'Guardian Angel';b'Broadcast'
b'Like A Freza';b'Little Capes'
"b""Bourr\xc3\xa9e des Monts d'Aubrac""";b'Jean Segurel'
b'La Mam\xc3\xa1 De Jimmy';b'Le\xc3\xb3n Gieco'
b'Morning';b'Poncho Sanchez / Dianne Reeves'
b'Walk in the Park';b'Audio Pyper'
b'Bing';b'The Jason Bonham Band'
b'Stereophonic Presentation - Kokoro_ Pt. 5';b'Roger Reynolds'
b'A Galicia Vente Xa';b'Xose Manuel Budi\xc3\xb1o'
b'Operation Love';b'Mark Ashley'
b'Dumy Moi-Zamicy Dal Nie...';b'Alkonost'
b'Only If You Live There';b'Oliver Lake Quintet'
b'Need Not';b'A Ghost Devotion'
b'Waterfall (Spirit Of The Rainforest Album Version)';b'David Arkenstone'
b'Good Question  (LP Version)';b'Lee Ritenour'
b'Always';b'RyanDan'
b'Happy Beat';b'Edmundo Ros'
b'Hur hur murmioon';b'Frederik'
b'Down In The Hole';b'James Taylor'
b'Find us Faithful';b'Bill Murk'
b'Are You Putting Me On The Shelf';b'Don & Juan'
b'Hunter And The Hunted (Live)';b'Simple Minds'
b'Plans (Cover Version - Original by Grizzly Bear)';b'Band Of Horses'
b'La Llamada';b'Selena'
b'Per Colpa Tua';b'Noemi'
b'100%';b'Cocoa Tea'
"b""Goin' Upstairs (Little Freddie King)""";b'Little Freddie King'
b'Seek 300';b'Information Society'
b'Blues 666';b'Fuzz'
b'Song From Moulin Rouge';b'Percy Faith & His Orchestra'
b'The Ghost At #1';b'Jellyfish'
b'Fast-Track';b'Radiohead'
b'Everything Has Changed';b'Patric C'
b'Wanna Hurt Mase? (Album Version)';b'Mase'
b'Ring The Alarm';b'Beyonc\xc3\xa9'
b'Show Of Love';b'Jimmy Riley'
"b""Thank You Mr. Poobah ( Remastered 97' Version )""";b'The Paul Butterfield Blues Band'
b'The Chosen Legacy';b'Dimmu Borgir'
b'Going Home (Acoustic)';b'Catherine Howe'
b'Alte Pizza';b'Der Plan'
b'Drifting';b'David Arkenstone'
b'Mango Del Monte';b'Tito Rodriguez'
"b""I Don't Give a F**k""";b'D.O.W.N.'
b'100% Dundee';b'The Roots'
b'Slab Ridaz (feat. Lucky Luciano & Filero)';b'Ice_ Lucky Luciano_ Filero'
b'Tomara (I Wish)';b'Flora Purim'
b'Outskirts Of Life';b'GG Allin'
b'The First The Last Eternity (Till The End) (feat. Summer) (GDC Mix)';b'SNAP!'
"b""The Queen's Treatment""";b'Ada Jane'
b'Feel Better';b'California Oranges'
"b""Breezin' Along With the Breeze""";b'The Merry Macs'
b'A Broken Heart';b'Dallas Holm'
b'Compromise';b'The Berzerker'
b'Get Moose and Squirrel';b'Virgil Moorefield'
b'Sanctify Yourself (Extended Remix)';b'Simple Minds'
b'Styles P Speaks (Interlude)';b'Styles P'
b'Future Traffic Song';b'Ashtrax'
b'Den Me Agapas';b'Anna Vissi'
b'Certified Gangstas (featuring Jim Jones Camron & Bezell)';b'The Game feat. Jim Jones Camron & Bezell'
b'Gr\xc3\xb8nn Dame_ R\xc3\xb8d Klut (Sangen Om Boken Om Damen Anne Enger Lahnstein)';b'Black Debbath'
"b""The House Is Rockin'""";b'Stevie Ray Vaughan And Double Trouble'
b'Magic Carpet Ride - Original';b'Glen Ricks'
b'Mo Jing';b'CoCo Lee'
b'The Room';b'Bruce Carroll'
b'Si Xin De Li You';b'F.I.R.'
b'China Doll';b'Slim Whitman'
b'The Tube';b'Spectra Soul'
b'Bruttosozialprodukt';b'Geier Sturzflug'
"b'Medley: Bobby Stenhouse; Braes Of Gleniffer; Girl In A Blue Dress'";b'The Glencastle Sound'
b'Turu wilakuy';b'Alturas'
"b""I'm Running Out Of Love""";b'Dolly Parton'
"b""Can't Take My Eyes Off You""";b'Muse'
b'Dancing Drums';b'Badmarsh & Shri'
b'Love';b'YZ'
b'Crystal Clear';b'Brainchoke'
b'Frei zu sein';b'In Extremo'
b'Left Behind';b'The Steeles'
b'Finally';b'The Incurables'
b'Entanglement';b'John Ottman'
b'Orchard';b'Moss'
"b""Now I'm All Over The Place_ Scoob (Album Version)""";b'Frank Caliendo'
b'We Got You (Featuring Jaguar)';b'The Roots / Jaguar'
b'Alla Fine Di Tutto Questo';b'Fabri Fibra'
b'The Impala Incident (The Fifth Annual End Of The World Tour)';b'Christoper Titus'
b'Sounds Of The City';b'DJ Nasty'
b'Posterchild for Tragedy';b'Sugarbomb'
b'Handel: Alcina: Tornami a vagheggiar';b'Joan Sutherland'
b'Head For Backstage Pass';b'Jeff Beck'
b'History Of Jody';b'Guitar Shorty'
b'Signapur';b'In Extremo'
b'Santa Claus Is Coming To Town';b'Skeeter Davis'
b'Come All Over Me';b'Groove Karma'
b'Matter Of Fact';b'Love Jones'
"b""Let's Plan A Robbery""";b'Three 6 Mafia'
b'Juneau [Live]';b'Funeral For A Friend'
b'Wildflowers (Album Version)';b'Tom Petty'
b'Everyday';b'Bebe Winans / Stephanie Mills'
"b""He's A Rebel""";b'Crystals'
b'Mambo Italiano';b'Tony Murena'
b'These Days';b'Take It Back!'
b'I.Y.A.';b'Chris Brown'
b'Da Funk';b'Daft Punk'
b'Spain';b'Neviss'
b'What If I Kissed You Right Now?';b'Joi'
"b""Nature's Disappearing""";b'John Mayall & The Bluesbreakers'
b'When I Grow Up';b'Fever Ray'
b'I Love You Baby';b'Thrilla U'
b'The Loco Motion';b'Little Eva'
b'Silent Night';b'Philip Bailey'
b'Release Me';b'Don Gibson'
b'Raise Your Hand';b'Janis Joplin'
b'Lost In The Future';b'Sneaky Sound System'
b'Transmission - [The Factory_ Manchester Live 11 April 1980]';b'Joy Division'
"b""I'm Wondering""";b'Mikey General'
b'Starlight';b'Snowgoons'
b'Jaan - Interlude';b'Rishi Rich'
b'Onni';b'Irwin Goodman'
b'1000 Good Intentions';b'Rise Against'
b'All The Things You Are';b'Eliane Elias'
b'White Light';b'Gorillaz'
b'Zanzibar';b'Lizzy Borden'
b'I Surrender All';b'Clay Crosse'
b'Everything I Need';b'All Girl Summer Fun Band'
b'Gedroomd';b'Hef feat. Big2 & Dio'
b'Noites Cariocas (Minhas Noites Sem Sono)';b'Gal Costa'
b'Nie mehr heim';b'Kapelle Herrenweide'
b'People Make The World';b'The Box Tops'
b'I Loves You Porgy';b'Percy Faith'
b'House of Love';b'Steel Pulse'
b'Dancehall Man';b'Thriller U'
b'Better Be Good';b'The Real Kids'
b'Todo A Mi Favor';b'Juan Carlos Baglietto'
b'Country Preacher';b'Jimmy Johnson'
b'Boyfriends';b'Vickie Winans'
b'Come To Me Tonight';b'Daniel Johnston'
b'Chant For Eschaton 2000';b'Behemoth'
b'Caught In The Rain';b'Martin Sexton'
b'Plastic Dreams';b'Jaydee'
b'T\xc3\xba';b'Shakira'
b'Treat Me Right (Jon Cutler Album Version)';b'Kim English'
b'Taste You';b'Auf Der Maur'
b'Carol';"b""Flamin' Groovies"""
b'Deliverance';b'Sick Puppies'
b'Pu**y Pop';b'Xzibit featuring Jayo Felony and Method Man'
b'Good Times Have Done Me Wrong (live) - exclusive version';b'Simply Red'
b'My Heart Is Booked';b'Pinchers'
b'Me Dicen El Feliz';b'Orquesta Sublime'
b'ABCD Medley';b'Laurie Berkner'
b'Skank and Dub';b'Junior Reid'
b'Another Love Song';b'Warrior King'
b'Plus ch\xc3\xa8re la vie';b'Les Malpolis'
b'Un Espacio Para Andar (2002 Digital Remaster)';b'Aleks Syntek'
b'Cabiria';b'Hot Club Of Cowtown'
"b""It Won't Be Long Now""";b'Frank Stokes'
b'Aziatic (Outro)';b'AZ'
b'Problem Inna the System';b'Black History'
b'Yo Odeconer';b'K\xc3\xa9k\xc3\xa9l\xc3\xa9'
b'Inoculated City';b'The Clash'
b'Kassoule';b'Tabu Ley Rochereau'
b'Colour My XTC';b'Jeff Scott Soto'
b'Voici Les Cl\xc3\xa9s';b'Gerard Lenorman'
b'Show Fifteen with Bernard Sampson & Robert Sewell';b'Groucho Marx'
b'Make This Love Last';b'Wendy Moten'
b'The Other Side';b'Super700'
b'Enclosed_ One Broken Heart';b'Eddy Arnold'
b'Du Verstehst Mich Nicht';b'Andreas Dorau'
"b""The Grand Vizier's Garden Party (Entrance) (1994 Digital Remaster)""";b'Pink Floyd'
b'Turn Me On';b'Johnny Osbourne'
b'Honor The Lord (He Holds The Keys Album Version)';b'Steve Green'
b'Dicen Por Ahi';b'Enrique Iglesias'
b'Babylon';b'Judas Iscariot'
b'Le complexe de Sisyphe';b'Melatonin'
b'Jalousie';b'Andr\xc3\xa9 Verchuren'
b'We Will Stand';b'Russ Taff'
b'Indian Queen';b'Electric Light Orchestra'
b'Easy or Not (Album Version)';b'To My Surprise'
b'Jenny Jenny';b'The Shirrows'
b'How Old Are You';b'Loudon Wainwright III'
b'Con La Tinta De Mi Sangre';b'Mazz'
b'Hillcrest Drive';b'The Del McCoury Band'
b'Descontrol';b'Daddy Yankee'
b'Genesis';b'Busta Rhymes'
b'Engine Skull';b'Cancer Bats'
b'You Gotta Move';b'Mississippi Fred McDowell'
b'Twelve Gates To The City';b'John Cephas & Phil Wiggins'
b'Put It Off Until Tomorrow';b'Mae West'
b'Dream Of Ice';b'Dave Eggar'
b'Soul Simplicity';b'Soulwax'
b'El Sabor lo Pongo Yo';b'David Andreu'
"b""Livin' On The Edge""";b'Aerosmith'
b'REALIZATION: REMORSE';b'This Is Hell'
b'Mary Had A Little Boy (Maestro Mix)';b'SNAP!'
b'Come Around (Acoustic)';b'Sister Hazel'
b'Groundhog Day f/Cee-Lo Green & DJ Craze';b'Mayday'
b'Visitor';b'Donna The Buffalo'
b'Icicle Rain';b'Claire Hamill'
b'Non-Stop Floater';b'Marcelo Radulovich'
b'The Strongest Wind That Blows';b'Shriekback'
b'Great Escape (Good Intentions)';b'Bob Neuwirth'
b'Main Title/Animal Crackers';b'The Marx Brothers'
b'Ki An O Ageras Fisa';b'Nikos Xilouris'
b'Ill Always Love You';b'The Tokens'
b'Ouroboros';b'Dax Riggs'
b'Still Ballin';b'Messy Marv featuring Clover Geez'
b'Running in Place';b'Walter Trout'
b'Not Going Back Again';b'Curtis'
b'Infected';b'Bad Religion'
b'Tara De dinicolo De Negura';b'Negura Bunget'
b'Flute Loop (2009 Digital Remaster)';b'Beastie Boys'
b'Stora kusetus';b'Murskahumppa'
b'Les Playboys (Version Espagnole)';b'Jacques Dutronc'
b'Take Me With You';b'Marilyn Scott'
b'Funk You';b'Babylon Disco'
"b""I'm A Lazy Sod (Live)""";b'Sex Pistols'
b'...And He Loves It';b'The Kitchen'
"b""Don't Worry About It (Edited)""";b'N.E.R.D.'
"b""Rock'n'Roll Heaven""";b'The Refreshments'
b'Bean Fields (Live) (2001 Digital Remaster)';b'Penguin Caf\xc3\xa9 Orchestra'
b'Rescue Me';b'Fontella Bass'
b'Izgaryam';b'Lili Ivanova'
b'Prof. Henry Stills';"b""Her Majesty's Finest"""
b'Soc Mediterrani';b'Seguridad Social'
"b""Heaven's Hung In Black (Reprise)""";b'W.A.S.P.'
b'Dirty South';b'Ram Squad'
b'Love Lights';b'The Sonics'
b'Ready For Love';b'Kelly Sweet'
"b""Guillaume Tell_ Acte II (1988 Digital Remaster): Ils s'\xc3\xa9loignent enfin....Sombre for\xc3\xaat""";b'Montserrat Caball\xc3\xa9/Royal Philharmonic Orchestra/Lamberto Gardelli'
"b'Gentle; the Night (from And the Stars Go With You)'";b'Jonn Serrie'
"b""Towin' The Line""";b'fIREHOSE'
b'En Souplesse';b'Yvette Horner'
b'The Story Of My Life';b'Bobby Vee'
b'Roger Milla';b'Pepe Kalle'
b'Keiki Slack Key (Instrumental)';b'Ray Kane'
b'Precious Lord';b'Blind Boy Fuller'
b'An Old Fashioned Christmas';b'Carpenters'
b'Love Unlimited (Remix) (Explicit)';"b""Fun Lovin' Criminals"""
b'Belleza Pasajera';b'Tam Tam Go!'
b'For Abai and Togshan';b'Stephan Micus'
b'Sky Inferno';b'Goatwhore'
b'Eastern Magic';b'Jah Debda'
b'Zhan Zai Di Yi Pai';b'Sandy Lam'
b'Bonus Track';b'Tigerstyle'
b'Night And Day';b'Oscar Peterson Trio'
"b""Mikhail's Dream""";b'Stephan Micus'
b'Siempre Soy Tu Barquito De Papel';b'Los Iracundos'
b'Slowly Rising';b'Soul Asylum'
b'Touch Me';b'Cass Fox'
"b""Cruisin'""";b'Stanley Clarke'
b'?o???? DJ';b'Intars Busulis'
b'Sabados';b'Seventh Day Slumber'
b'Nas \xc3\xa1guas de Amaralina';"b""Mart'n\xc3\xa1lia"""
b'The Paper Remix';b'Tunsi'
b'Zeit f\xc3\xbcr Streit';b'\xc3\x84I-TIEM'
b'Chamam\xc3\xa9 crudo';b'Chango Spasiuk'
b'Simple Plan';b'Dominic'
b'Feeling Blue';b'Eric Burdon'
"b""Love Makin' Mama (Take 2)""";b'Blind Willie McTell'
b'Platoon - Theme';b'Georges Delerue'
b'Johnny_ I Hardly Knew Ya';b'Dropkick Murphys'
b'See You Later Alligator';b'Zachary Richard'
b'Atom x';b'Dub Wiser'
b'Glory Bound (LP Version)';b'Martin Sexton'
"b""Don't Break My Heart""";b'Suzi Quatro'
b'Piece Of Mine';b'Be Bop Deluxe'
b'Gangsta Roll';b'Ini Kamoze'
b'Designer Chick';b'DJ Slugo'
"b""Lit'l(er) Song""";b'David Lynch'
b'Are You Ready? (Acapella)';b'Gold City'
"b""Everything You Do [You're Sexing Me] [Duet with Kip Winger] (Album Version)""";b'Fiona'
b'Africans';b'Mighty Diamonds'
b'Walking The Back Streets And Crying';b'Little Milton'
b'Mi Morena (Revised Live Version)';b'Josh Groban'
b'The Muddy Morning Hymn';b'Shaman'
"b""It's Hard""";b'Clifton Chenier'
b'Dr\xc3\xb8mmen Om Deg';b'Mons Leidvin Takle'
b'Tell Me Baby';b'Brownie McGhee'
b'La Segunda De Rosales (Album Version)';b'Alacranes Musical'
b'Let Thy Ale Swing';b'Mithotyn'
b'It\x19s Dark Outside';b'Spade Cooley'
"b""It's You""";b'Toots & The Maytals'
"b""String 'Em Up""";b'Stockhausen Waterman'
b'Natural (2002 Digital Remaster)';b'ARRESTED DEVELOPMENT'
b'I Know I Can';b'Dave Hollister'
b'Salario Garantito (Versione Strumentale)';b'99 Posse'
b'Think Back';b'Galactic'
b'Hold the key';b'Ann Lee'
b'Start!';b'The Jam'
b'Posters';b'Five Fingers of Funk'
b'Find Another Way';b'Captain Hollywood Project'
b'Ninety Miles An Hour';b'John Berry'
b'Clavo Y Martillo';b'Peret'
b'Loveless';b'Tullycraft'
b'Sanddollars';b'Why?'
b'In Da House Skit';b'50 Cent'
b'O.R.P.';b'Vulgar Pigeons'
b'Freiwild';b'K.I.Z.'
b'Popcorn';b'Richi M.'
"b""Simple Livin' (Album Version)""";b'Gym Class Heroes'
b'And The Beat Goes Om';b'Slackbaba'
b'Drop Low';b'DJ X-Change featuring Joey A'
b'Halleluja';b'Ebba Forsberg'
b'Dans un grand mur';b'Bonita & Jerry Cormier'
b'It Never Happened To Me';b'Peggy Lee'
b'Fever Dream';b'Steve Vai'
b'Yan Chin';b'Cookies'
b'Suffer';b'Hoods'
"b""If You Don't Pray For Me""";b'5 Blind Boys Of Alabama'
b'Pure Hatred';b'The Berzerker'
b'Siet\xc3\xa4m\xc3\xa4t\xc3\xb6n mies';b'Juice Leskinen'
b'Busted';b'Natalie Cole'
b'A Movie Of A Placid Lake On A Moonless Night In September - Reprise';b'Will Ackerman'
b'Pushbike Song';b'Mungo Jerry'
b'To Be In Love';b'The Villas'
b'You Live_ You Die';b'Devanic'
b'Glee Club';b'When Dinosaurs Ruled The Earth'
"b""An Plas'ay""";b'Patrick Saint-Eloi'
b'Supervisor (Instrumental) (edition Tromo/R\xc3\xbcckbank)';b'Barry K\xc3\xbcnzel'
b'Letter from Home';b'Pat Metheny'
b'Out Deh';b'Gregory Isaacs'
b'Cierro Mis Ojos';b'Raphael'
b'3 Spirit';"b""Corderoy & U4IC DJ'S"""
"b""Rollin' And Tumblin'""";b'Jimmy Burns'
b'Fuego De Noche_ Nieve De D\xc3\xada';b'Ricky Martin'
b'Process to decelerate';b'Inhume'
b'Fake Plastic Trees (Acoustic Version)';b'Radiohead'
b'Bourr\xc3\xa8e';b'Chet Atkins'
b'Your Broken Heart';b'The Stolen Minks'
b'Quiero';b'Carlos Ponce'
b'Ice Or Fire';b'Bob Margolin'
b'Righteous Disgrace';b'Don Francisco'
b'Parabolics Studies 8';b'Henri Pousseur'
b'Not A Kid Anymore';b'Marco Beltrami'
"b""Don't let go""";b'Pacha Massive'
b'Find Me At the Greasy Spoon';b'Grant And Wilson'
b'Alligator Come Across (Live)';b'Jets'
b'Things Could Turn Around';b'fIREHOSE'
b'Dark As A Dungeon (LP Version)';b'The Tarriers'
b'Festival Resurrection (Outro)';b'Festival'
b'Why Jack Called';b'Christophe Beck'
b'Tus Viejas Cartas';b'Nicho Hinojosa'
"b""Hear Me Talkin' To You""";b'Ma Rainey & Her Tub Jug Washboard Band'
b'Be Like That';b'3 Doors Down'
b'Thanks A Lot';b'Martina McBride'
b'Herval na percaria';b'Amanaj\xc3\xa9'
b'Drive';b'Pacha Massive'
b'My Heart Goes Up';b'Keira Green'
b'Esta Muy Claro';b'Jaguares'
b'Un nuovo giorno';b'Cali'
b'Ek Pegh';b'Kuldeep Paras'
b'O Raaje';b'Sukhwinder Singh'
b'Consume (LP Version)';b'Sick Of It All'
b'Granada';b'Ram\xc3\xb3n Vargas'
b'Celebration [Felguk Love Remix]';b'Madonna'
b'Fade Away';b'Cama'
b'Xoanina';b'Susana Seivane'
b'Fefita';b'Orquesta Aragon'
"b""She Can't Burn Me Now""";b'The Del McCoury Band'
b'Soki Olingi Ngai';b'Wendo Kolosoy'
b'The Special Two (Australian Version)';b'Missy Higgins'
b'Colin Tries Standing';b'Zbigniew Preisner'
b'Memory In The Snow';b'Michael Gettel'
b'Gone';"b""Kanye West / Consequence / Cam'Ron"""
b'Nomads Alive';b'Marco Beltrami'
b'Il Tempo Non Torna Pi\xc3\xb9';b'Kati'
b'O Brother';b'Monty Are I'
b'The Only Road (Album Version)';b'Dropkick Murphys'
"b""Jimmie's Travellin' Blues""";b'Jimmie Davis'
b'Likua';b'Cabas'
b'Tulsa Girl';b'Dwight Twilley'
b'The Dropsonde';b'Caspian'
b'My Fault (LP Version)';b'Faces'
b'Asha';b'Asha Puthli'
b'All Because Of You - Original';b'Leroy Hutson'
b'Cent Mille Guitares';b'Line Renaud'
b'What You Waiting For?';b'Gwen Stefani'
b'Autumn';"b""The Cat's Miaow"""
b'Forever Tonite';b'Thirst'
b'Amor Maldito';b'Bambino_ Ivan Tirado'
b'Baby U Acting Greezy (Ringtone_ Sonnerie)';b'Blingtones'
"b""Don't Stop Dan""";b'Checkers'
b'Finale: When Love Is Found/It Feels Like Christmas';b'Tiny Tim/Cast/Ghost Of Christmas Present/Scrooge'
b'Quiero';b'Juana Molina'
b'Den Thelo Tipota';b'Natassa Theodoridou'
"b""Servin' Tha Fiends""";b'Bone Thugs-N-Harmony'
b'Thank You';b'Jimmy Page / Robert Plant'
b'Broken Boy Soldier (KCRW Version)';b'The Raconteurs'
"b""My Baby Don't Wear No Shoes""";b'Roy Carrier'
b'You Put a Spell on Me';b'Dave Graney & Clare Moore'
b'Los Pintores';b'La Charanga Rubalcaba'
"b""Doesn't Matter Where You Are (Intocable)""";b'Aleks Syntek'
b'Tule l\xc3\xa4hemm\xc3\xa4s Beibi';b'Kaija Koo'
b'Bye-Bye - Medley';b'G\xc3\xbcnter Noris'
b'Locked Away';b'The Gathering'
b'Blue Satin (Album Version)';b'Eddie Cano'
b'Paper Tigers (acoustic version)';b'Tom Cochrane'
"b""Let's Stop Talkin' About It""";b'Janie Fricke'
b'Child Of My Kingdom';b'Arthur Brown'
b'B Somebody';b'Nacho Chapado feat. Stephen Massa'
b'Ai Ni Bian Cheng Hen Ni';b'Kary Ng'
b'The Homecoming Song (Album Version)';b'Owsley'
b'I Wish I Had A Girl';b'Henry Lee Summer'
b'Sake In The Jar';b'Derek Bell'
b'Each Time (I Love You More)';b'Jackie Wilson'
b'Le Sacre du Printemps (The Rite of Spring)/Part One: The Adoration of the Earth - Introduction';"b'Igor Stravinsky;Columbia Symphony Orchestra'"
b'Broken Record';b'Donna The Buffalo'
b'On The Fast Track';b'Gerald Veasley'
b'Dave D. Blues (how To Make It Sting Like A Career) (Album Version)';b'Mayday'
b'The Darker Side';b'Lizzy Borden'
b'You Know What They Do To Guys Like Us In Prison (Album Version)';b'My Chemical Romance'
b'Plan 9 From Outer Space (Album Version)';"b""Wednesday 13's Frankenstein Drag Queens From Planet 13"""
"b""Un jour aux courses: Who's That Man""";b'The Marx Brothers'
b'Zodiac';b'Laurie Berkner'
b'Why Do We Do?';b'Eric Champion'
"b""Memphis Til' Monday""";b'Bob Cheevers'
b'My Baby Likes To Shuffle';b'Sonny Terry'
"b""Mr. De's Theme""";"b""Mr. De'"""
b'Chere Duloone';b'Al Rapone'
b'';b'S\xc3\xa9bastien Roch'
b'Sex Dance';b'H-Town'
b'Searching';b'Mighty Diamonds'
b'Beneath an Evening Sky';b'Aisha Duo'
b'Juno';b'Sub Focus'
b'Father Time (Album Version)';"b""D'Molls"""
b'Main Title [Bodies_ Rest & Motion] (2006 Remastered LP Version)';b'Michael Convertino'
"b""Bohemios: No quiero que sepa que aqu\xc3\xad vengo yo (Gypsies: I don't want him to know that I am here)""";"b'Montserrat Caball\xc3\xa9;Eugenio  Marco'"
"b""What's Wrong""";b'Dead To Me'
b'Final Flash';b'Hatiras'
b'South';b'Bob Wills'
b'When the Broken Hearted Love Again';b'Danielle Bollinger'
b'Harmonic Necklace';b'Penguin Caf\xc3\xa9 Orchestra'
b'Rockberry Jam';b'L.a. Dream Team'
"b""Let's Get Sweaty""";b'Modern Day Escape'
"b""Teasin' Brown""";b'North Mississippi Allstars'
b'La Muneca de Alcazar';b'Quadro Nuevo'
b'Mindless';b'Steve Porter'
"b""Canela Pa'  Tu Boca""";b'Los Del Rio'
"b""You're My Love""";b'Michael Stanley Band'
b'Welcome You Back Home - Original';b'Jackie Edwards'
b'Old Friends';"b'Stanley Clarke;Herbie Hancock'"
b'Turn It Up';b'Channel Live'
b'Tango';b'Igor Stravinsky'
b'Never Look Back';b'Blue Rodeo'
b'8th Wonder';b'The Sugarhill Gang'
"b""I'ma Bang""";b'DMX'
b'Never Gonna Give You Up';b'Rick Astley'
b'Bad Seed';b'Wayne Kramer'
b'A Martyr For My Love For You';b'The White Stripes'
b'Get-U-Now';b'KMD'
b'Little Brigid Flynn';b'The Irish Rovers'
b'M\xc3\xb6nchengladbach Love';b'Eko Fresh feat. Summer Cem & DJ Ses'
b'YOUR LOVE';b'Freddie McGregor'
b'Explode (Epic Extended Mix)';b'Jordan & Baker'
b'No Storm';b'Dorothy Norwood'
b'Just Come In';b'Margaret Becker'
b'What He Done For Me';b'Sister Rosetta Tharpe'
b'Truth And Lies';b'The Presets'
b'For You Mom & Dad';b'Stefon Harris'
b'Dirty_ Dirty  (Album Version)';b'Crazy Horse'
b'Old Dan Tucker';b'Jim Smoak & The Louisiana Honeydrippers'
b'That Old Gang Of Mine';b'Dean Martin'
b'Happy';b'Shunza'
"b""Ta Methismena S' Agapo""";b'Angela Dimitriou'
b'One More Breath';b'Rhinoceros'
b'Driving Wheel';b'Syl Johnson'
"b""Don't Get Around Much Anymore""";b'Natalie Cole'
b'Lucille';"b""Rockin' Dopsie_ Jr._ The Zydeco Twisters"""
b'The Hunter';b'Paul Rogers'
b'Take it slow';b'The Real Kids'
b'Please Love Me';b'B.B.King'
b'Those Less Fortunate Than I';b'Darryl Worley'
b'Voice of Angels Drone for Spiritual Well Being';b'Ambient Music Therapy'
b'Mi Raza';b'Peret'
b'Be';b'Jessica Simpson'
b'All Through The Night (Album)';b'Bowen_ Robin Huw'
b'At The County Fair - Original';b'The Impressions'
b'Peaceful World';b'John Mellencamp'
b'Good Day (Live)';b'The Mad Capsule Markets'
b'Midnight Cannonball (LP Version)';b'Joe Turner'
b'Tuggathanug';b'Legion Of Green Men'
b'Shine On Harvest Moon (Previously Unreleased)';b'Mance Lipscomb'
b'There It Go (The Whistle Song)';b'Juelz Santana'
b'Kano\xc3\xaa';b'M\xc3\xa1rcio Faraco'
b'Lole Lolaila';b'Cardenales del Exito'
b'Le Choix';b'Greis'
b'Cosmonaut';b'Wolfmother'
b'Country Girl';b'Al De Lory'
b'Stormtrooper (Live)';b'Pepper'
b'Waste A Little Time On Me';b'The Michael Stanley Band'
b'Bad Days';b'Timo Maas'
b'Man Of No Reputation';b'Bob Carlisle'
b'All On Our Own';b'One Block Radius'
b'Nossa Dan\xc3\xa7a';b'Nana Caymmi'
b'Mountain By The Sea (Tribe Unknown)';b'Various Indian Tribes'
b'All Day';b'Butthole Surfers'
b'La Revoluci\xc3\xb3n';b'Memphis La Blusera'
b'Air_ Siote No. 3 (J.S. Bach)';b'Mariano Yanani'
b'Moon Boom';b'Anat Ben David'
b'Time Is On My Side';b'The Rolling Stones'
b'We Will Glorify (Key-B-Db-Premiere Performance Plus)';b'Twila Paris'
b'Floripa';b'Plagia'
b'Hasta El Final';b'La Portuaria'
b'John Dunbar Theme [Dances with Wolves]';b'Hollywood Bowl Orchestra / John Mauceri'
b'Do It Nice';b'Suicide'
b'Can You Feel It?';b'Lee Ritenour'
b'Someday';b'Max Melvin'
b'Gewisse Leute';b'Rainer Bielfeldt'
b'Amazing (LP Version)';b'Point Of Grace'
"b""Murda'""";b'Rodney O & Joe Cooley'
b'The Monkey King';b'William Orbit'
b'You And Your Heart';b'Jack Johnson'
b'Big Railroad Blues';b'Gus Cannon'
"b""We Can't Win (Explicit)""";b'A.Z.'
"b""I'm In Love""";b'Dub Pistols feat. Lindy Layton & Rodney P'
b'Les Chaudrons';b'Andr\xc3\xa9 Minvielle'
b'Wahrheit';b'Hassan Annouri feat. Cassandra Steen'
b'Hit And Rape (Album Version)';"b""Wednesday 13's Frankenstein Drag Queens From Planet 13"""
b'El Barbero';b'Gaiteros de Pillopo'
b'Feel So Stupid (Table 9)';"b""Darwin's Waiting Room"""
"b'Die Fledermaus - Operette in drei Akten/Silvester-Einlagen/Dein ist mein ganzes Herz (aus ""Das Land des L\xc3\xa4chelns"")'";b'Herbert Von Karajan'
b'My Funny Valentine';b'Arturo Sandoval'
b'Hell Will Reign';b'Demonbreed'
b'Turbocharger';b'Chaotica'
b'Rock Bottom';b'House Of Lords'
b'Marea De Venus';b'Cerati-Melero'
b'The Sweetest Sounds';"b""Helen O'Connell"""
b'Shi Shang Zui Qiang Man Hua Wang Da Luan Dou';b'Leo Ku'
b'Snowdrops';b'The Pineapple Thief'
b'Say Yeah';b'Capleton'
b'Luna De Octubre';b'Flor Silvestre'
b'Sweet Southern Comfort';b'Buddy Jewell'
b'Love Unlimited (Explicit)';"b""Fun Lovin' Criminals"""
b'I Want To Go Home';b'Remmy Ongala'
b'Life';b'Jimmy Riley'
b'Century City Rag';b'The Last'
"b""The Ferocious O' Flahertys""";b'Joe Heaney'
b'Rudolph The Red Nosed Reindeer';b'Frankie Randall'
b'Round and Round';b'Otis Taylor'
b'Up All Night - Remix';b'Laron aka Swan featuring Alexander East'
b'Water Is Alright In Tay';b'The Clancy Brothers'
b'Second Hand Life';b'Joe Lynn Turner'
b'Just A Closer Walk With Thee';b'Andy Griffith'
"b""Happy Valentine's Day""";b'OutKast'
